,Unnamed: 0,red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts,red_nickname,red_wins,red_losses,red_draws,red_height_cm,red_weight_in_kg,red_reach_in_cm,red_stance,red_date_of_birth,red_significant_strikes_landed_per_minute,red_significant_striking_accuracy,red_significant_strikes_absorbed_per_minute,red_significant_strike_defence,red_average_takedowns_landed_per_15_minutes,red_takedown_accuracy,red_takedown_defense,red_average_submissions_attempted_per_15_minutes,blue_nickname,blue_wins,blue_losses,blue_draws,blue_height_cm,blue_weight_in_kg,blue_reach_in_cm,blue_stance,blue_date_of_birth,blue_significant_strikes_landed_per_minute,blue_significant_striking_accuracy,blue_significant_strikes_absorbed_per_minute,blue_significant_strike_defence,blue_average_takedowns_landed_per_15_minutes,blue_takedown_accuracy,blue_takedown_defense,blue_average_submissions_attempted_per_15_minutes
339,334,NATAN LEVY,MIKE DAVIS,16/03/2024,Lethal,Beast Boy,L,W,Submission,2,1:43,3 Rnd (5-5-5),Mike Beltran,Arm Triangle From Mount,Lightweight Bout,-,UFC Fight Night: Tuivasa vs. Tybura,"Las Vegas, Nevada, USA",0,1,8 of 9,3 of 7,88,42,18 of 20,10 of 15,1 of 1,0 of 0,100,---,0,1,0,0,0:34,5:11,2 of 3,3 of 6,5 of 5,0 of 1,1 of 1,0 of 0,5 of 6,1 of 2,0 of 0,0 of 0,3 of 3,2 of 5,25,100,62,0,12,0,62,33,0,0,37,66,9 9 9,10 10 10,Lethal,8.0,1.0,0.0,175.26,70.31,180.34,Southpaw,1991-09-30,4.01,51.0,3.52,58.0,5.37,57.0,41.0,0.5,Beast Boy,10.0,2.0,0.0,182.88,70.31,182.88,Orthodox,1992-10-07,5.83,52.0,6.2,56.0,3.04,53.0,69.0,0.2
340,334,NATAN LEVY,MIKE DAVIS,16/03/2024,Lethal,Beast Boy,L,W,Submission,2,1:43,3 Rnd (5-5-5),Mike Beltran,Arm Triangle From Mount,Lightweight Bout,-,UFC Fight Night: Tuivasa vs. Tybura,"Las Vegas, Nevada, USA",0,1,8 of 9,3 of 7,88,42,18 of 20,10 of 15,1 of 1,0 of 0,100,---,0,1,0,0,0:34,5:11,2 of 3,3 of 6,5 of 5,0 of 1,1 of 1,0 of 0,5 of 6,1 of 2,0 of 0,0 of 0,3 of 3,2 of 5,25,100,62,0,12,0,62,33,0,0,37,66,9 9 9,10 10 10,Lethal,8.0,1.0,0.0,175.26,70.31,180.34,Southpaw,1991-09-30,4.01,51.0,3.52,58.0,5.37,57.0,41.0,0.5,,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,335,JOSIANE NUNES,CHELSEA CHANDLER,16/03/2024,Josi,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29. Adalaide Byrd 28 - 29. Derek Cleary 28 - 29.,Women's Bantamweight Bout,-,UFC Fight Night: Tuivasa vs. Tybura,"Las Vegas, Nevada, USA",0,0,47 of 105,58 of 130,44,44,49 of 108,100 of 176,0 of 0,2 of 2,---,100,0,0,0,0,0:26,7:02,37 of 85,43 of 107,9 of 19,13 of 21,1 of 1,2 of 2,43 of 101,43 of 106,4 of 4,2 of 3,0 of 0,13 of 21,78,74,19,22,2,3,91,74,8,3,0,22,28 28 28,29 29 29,Josi,10.0,1.0,0.0,157.48,65.77,170.18,Southpaw,1993-12-23,7.22,44.0,5.85,52.0,0.0,0.0,70.0,0.0,,5.0,2.0,0.0,172.72,65.77,172.72,Southpaw,1990-11-23,3.12,45.0,3.06,42.0,0.78,33.0,33.0,0.0
342,336,JAFEL FILHO,ODE OSBOURNE,16/03/2024,Pastor,The Jamaican Sensation,W,L,Submission,1,4:27,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Flyweight Bout,perf,UFC Fight Night: Tuivasa vs. Tybura,"Las Vegas, Nevada, USA",0,0,21 of 35,0 of 5,60,0,43 of 66,1 of 6,1 of 1,0 of 0,100,---,2,0,0,0,3:21,0:04,18 of 31,0 of 4,2 of 2,0 of 1,1 of 2,0 of 0,3 of 7,0 of 5,0 of 0,0 of 0,18 of 28,0 of 0,85,0,9,0,4,0,14,0,0,0,85,0,- - -,- - -,Pastor,15.0,3.0,0.0,170.18,56.7,172.72,Orthodox,1993-05-05,2.0,37.0,2.31,45.0,1.53,27.0,55.0,2.0,The Jamaican Sensation,12.0,6.0,0.0,170.18,56.7,185.42,Southpaw,1992-01-09,3.74,39.0,4.41,45.0,1.37,27.0,68.0,0.3
343,337,JOSH CULIBAO,DANNY SILVA,16/03/2024,Kuya,El Puma,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 28 - 29. Sal D'amato 29 - 28. Ron McCarthy 28 - 29.,Featherweight Bout,-,UFC Fight Night: Tuivasa vs. Tybura,"Las Vegas, Nevada, USA",0,0,87 of 202,45 of 107,43,42,89 of 205,56 of 119,0 of 4,4 of 9,0,44,0,1,0,0,0:03,5:28,59 of 168,28 of 82,20 of 26,11 of 18,8 of 8,6 of 7,86 of 199,44 of 106,1 of 3,1 of 1,0 of 0,0 of 0,67,62,22,24,9,13,98,97,1,2,0,0,28 29 28,29 28 29,Kuya,11.0,2.0,1.0,177.8,65.77,185.42,Orthodox,1994-05-24,2.68,42.0,3.29,56.0,0.0,0.0,72.0,0.4,El Puma,8.0,1.0,0.0,180.34,65.77,177.8,Switch,1997-01-30,13.6,64.0,13.13,59.0,2.0,66.0,100.0,0.0
344,338,JAQUELINE AMORIM,CORY MCKENNA,16/03/2024,-,Poppins,W,L,Submission,1,1:38,3 Rnd (5-5-5),Mike Beltran,Armbar On Ground,Women's Strawweight Bout,perf,UFC Fight Night: Tuivasa vs. Tybura,"Las Vegas, Nevada, USA",0,0,3 of 5,4 of 11,60,36,3 of 5,8 of 17,0 of 0,1 of 1,---,100,4,0,0,0,0:00,0:56,1 of 3,1 of 7,2 of 2,0 of 0,0 of 0,3 of 4,2 of 4,3 of 10,0 of 0,1 of 1,1 of 1,0 of 0,33,25,66,0,0,75,66,75,0,25,33,0,- - -,- - -,,7.0,1.0,0.0,160.02,52.16,172.72,Orthodox,1995-06-24,3.42,52.0,1.81,62.0,1.57,23.0,0.0,3.7,Poppins,8.0,2.0,0.0,160.02,52.16,147.32,Orthodox,1999-07-11,3.01,40.0,3.22,48.0,2.04,56.0,71.0,0.5
345,339,THIAGO MOISES,MITCH RAMIREZ,16/03/2024,-,-,W,L,KO/TKO,3,0:15,3 Rnd (5-5-5),Mark Smith,Kick to Leg At Distance,Lightweight Bout,-,UFC Fight Night: Tuivasa vs. Tybura,"Las Vegas, Nevada, USA",1,0,25 of 39,16 of 48,64,33,53 of 72,28 of 65,2 of 2,0 of 0,100,---,1,0,0,0,6:36,0:21,10 of 23,4 of 32,3 of 4,5 of 7,12 of 12,7 of 9,17 of 30,13 of 45,2 of 2,3 of 3,6 of 7,0 of 0,40,25,12,31,48,43,68,81,8,18,24,0,20 20 20,18 18 18,,17.0,7.0,0.0,175.26,70.31,177.8,Orthodox,1995-03-23,2.47,39.0,4.4,54.0,1.53,40.0,56.0,1.3,,7.0,1.0,0.0,180.34,77.11,180.34,Orthodox,1992-11-03,3.69,52.0,4.81,36.0,2.41,100.0,0.0,0.0
346,340,CHARALAMPOS GRIGORIOU,CHAD ANHELIGER,16/03/2024,Ferocious,The Monster,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 29. Jerin Valel 28 - 29. Derek Cleary 27 - 30.,Bantamweight Bout,-,UFC Fight Night: Tuivasa vs. Tybura,"Las Vegas, Nevada, USA",0,0,21 of 65,85 of 155,32,54,26 of 70,144 of 220,4 of 5,0 of 2,80,0,0,0,0,0,5:24,1:34,16 of 53,57 of 122,2 of 7,10 of 13,3 of 5,18 of 20,21 of 64,68 of 137,0 of 0,12 of 12,0 of 1,5 of 6,76,67,9,11,14,21,100,80,0,14,0,5,28 27 28,29 30 29,Ferocious,8.0,3.0,0.0,170.18,61.23,170.18,Orthodox,1992-03-31,13.0,65.0,4.0,63.0,0.0,0.0,0.0,0.0,The Monster,12.0,7.0,0.0,167.64,61.23,162.56,Orthodox,1986-12-01,3.07,42.0,3.55,51.0,1.03,36.0,47.0,0.8
347,341,SEAN O'MALLEY,MARLON VERA,09/03/2024,Suga,Chito,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Eric Colon 45 - 50. Chris Lee 45 - 50. Sal D'amato 44 - 50.,UFC Bantamweight Title Bout,belt,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,0,230 of 356,89 of 241,64,36,232 of 358,89 of 241,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,150 of 268,41 of 165,61 of 68,14 of 35,19 of 20,34 of 41,227 of 352,85 of 235,3 of 4,4 of 6,0 of 0,0 of 0,65,46,26,15,8,38,98,95,1,4,0,0,50 50 50,45 44 45,Sugar,17.0,1.0,0.0,180.34,61.23,182.88,Switch,1994-10-24,7.25,61.0,3.51,61.0,0.43,42.0,62.0,0.4,Chito,21.0,8.0,1.0,172.72,61.23,177.8,Switch,1992-12-02,4.37,50.0,5.16,51.0,0.58,39.0,70.0,0.9
348,342,DUSTIN POIRIER,BENOIT SAINT DENIS,09/03/2024,The Diamond,God of War,W,L,KO/TKO,2,2:32,5 Rnd (5-5-5-5-5),Mike Beltran,Punch to Head At Distance,Lightweight Bout,fight,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",1,0,28 of 34,50 of 74,82,67,30 of 37,69 of 97,0 of 1,3 of 7,0,42,4,1,0,0,0:31,4:53,24 of 30,25 of 46,3 of 3,18 of 20,1 of 1,7 of 8,23 of 25,17 of 37,4 of 8,31 of 35,1 of 1,2 of 2,85,50,10,36,3,14,82,34,14,62,3,4,9 9 9,10 10 10,The Diamond,29.0,8.0,0.0,175.26,70.31,182.88,Southpaw,1989-01-19,5.49,50.0,4.3,53.0,1.36,36.0,63.0,1.2,God of War,13.0,1.0,0.0,180.34,70.31,185.42,Southpaw,1995-12-18,5.53,52.0,5.2,44.0,4.55,36.0,66.0,1.4
349,343,KEVIN HOLLAND,MICHAEL PAGE,09/03/2024,Trailblazer,Venom,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Eric Colon 28 - 29. Dave Tirelli 28 - 29. Chris Lee 28 - 29.,Welterweight Bout,-,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,0,29 of 61,41 of 62,47,66,64 of 99,59 of 81,2 of 5,0 of 3,40,0,1,0,0,0,4:22,1:26,11 of 37,28 of 47,4 of 6,8 of 10,14 of 18,5 of 5,18 of 47,38 of 58,4 of 5,2 of 3,7 of 9,1 of 1,37,68,13,19,48,12,62,92,13,4,24,2,28 28 28,29 29 29,Trailblazer,25.0,10.0,0.0,190.5,77.11,205.74,Orthodox,1992-11-05,4.39,49.0,3.22,51.0,0.78,38.0,53.0,0.5,Venom,12.0,0.0,0.0,187.96,77.11,,,,4.53,76.0,0.45,77.0,3.4,100.0,100.0,0.0
350,344,GILBERT BURNS,JACK DELLA MADDALENA,09/03/2024,Durinho,-,L,W,KO/TKO,3,3:43,3 Rnd (5-5-5),Dan Miragliotta,Elbows to Head On Ground,Welterweight Bout,perf,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,1,27 of 58,67 of 123,46,54,31 of 63,85 of 146,7 of 11,0 of 1,63,0,0,0,0,0,5:07,0:16,16 of 43,54 of 104,8 of 11,9 of 15,3 of 4,4 of 4,23 of 52,47 of 100,3 of 5,4 of 6,1 of 1,16 of 17,59,80,29,13,11,5,85,70,11,5,3,23,20 20 19,18 18 19,Durinho,22.0,6.0,0.0,177.8,77.11,180.34,Orthodox,1986-07-20,3.36,48.0,3.34,54.0,1.95,35.0,47.0,0.5,,16.0,2.0,0.0,180.34,77.11,185.42,Switch,1996-09-10,7.2,53.0,4.83,67.0,0.27,20.0,82.0,0.3
351,345,PETR YAN,SONG YADONG,09/03/2024,No Mercy,Kung Fu Kid,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Dave Tirelli 28 - 29. Michael Tate 28 - 29. Chris Lee 28 - 29.,Bantamweight Bout,-,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,0,99 of 183,86 of 172,54,50,129 of 217,104 of 192,2 of 5,1 of 8,40,12,0,0,0,0,1:47,1:40,68 of 142,71 of 147,22 of 31,9 of 15,9 of 10,6 of 10,86 of 170,79 of 164,4 of 4,5 of 6,9 of 9,2 of 2,68,82,22,10,9,6,86,91,4,5,9,2,29 29 29,28 28 28,No Mercy,16.0,5.0,0.0,170.18,61.23,170.18,Switch,1993-02-11,5.03,53.0,4.26,59.0,1.71,52.0,85.0,0.1,Kung Fu Kid,20.0,7.0,1.0,172.72,61.23,170.18,Orthodox,1997-12-02,4.61,42.0,3.77,59.0,0.53,55.0,72.0,0.2
352,346,CURTIS BLAYDES,JAILTON ALMEIDA,09/03/2024,Razor,Malhadinho,W,L,KO/TKO,2,0:36,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground,Heavyweight Bout,perf,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,0,16 of 25,1 of 3,64,33,19 of 28,9 of 11,0 of 0,9 of 13,---,69,0,0,0,0,0:09,4:39,16 of 25,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0 of 5,1 of 3,0 of 0,0 of 0,16 of 20,0 of 0,100,100,0,0,0,0,0,100,0,0,100,0,9 9 9,10 10 10,Razor,17.0,4.0,0.0,193.04,120.2,203.2,Orthodox,1991-02-18,3.56,49.0,1.89,59.0,5.93,53.0,33.0,0.0,Malhadinho,20.0,2.0,0.0,190.5,92.99,200.66,Orthodox,1991-06-26,2.78,64.0,0.52,43.0,5.14,55.0,75.0,2.4
353,347,KATLYN CERMINARA,MAYCEE BARBER,09/03/2024,Blonde Fighter,The Future,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Andrew Glenn,Michael Tate 27 - 30. Sal D'amato 27 - 30. Chris Lee 28 - 29.,Women's Flyweight Bout,-,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,0,66 of 152,84 of 150,43,56,99 of 186,122 of 189,1 of 6,4 of 4,16,100,0,0,0,0,2:52,4:45,44 of 122,59 of 121,21 of 27,18 of 22,1 of 3,7 of 7,43 of 124,44 of 107,23 of 28,36 of 39,0 of 0,4 of 4,66,70,31,21,1,8,65,52,34,42,0,4,27 28 27,30 29 30,,,,,,,,,,,,,,,,,,The Future,13.0,2.0,0.0,165.1,56.7,165.1,Switch,1998-05-18,4.6,52.0,2.72,54.0,1.14,35.0,45.0,0.1
354,348,MATEUSZ GAMROT,RAFAEL DOS ANJOS,09/03/2024,Gamer,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jason Grenier 28 - 29. Chris Lee 28 - 29. Eric Colon 27 - 30.,Lightweight Bout,-,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,1,57 of 102,36 of 78,55,46,111 of 163,39 of 82,11 of 19,0 of 0,57,---,0,0,0,0,7:01,0:11,48 of 90,24 of 61,9 of 12,5 of 9,0 of 0,7 of 8,46 of 88,26 of 67,6 of 8,7 of 8,5 of 6,3 of 3,84,66,15,13,0,19,80,72,10,19,8,8,29 30 29,28 27 28,Gamer,23.0,2.0,0.0,177.8,70.31,177.8,Southpaw,1990-12-11,2.97,50.0,3.17,60.0,4.36,30.0,90.0,0.2,,32.0,15.0,0.0,172.72,77.11,177.8,Southpaw,1984-10-26,3.52,47.0,3.19,60.0,2.01,35.0,56.0,0.6
355,349,PEDRO MUNHOZ,KYLER PHILLIPS,09/03/2024,The Young Punisher,The Matrix,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Dave Tirelli 27 - 30. Sal D'amato 27 - 30. Eliseo Rodriguez 27 - 30.,Bantamweight Bout,-,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,0,52 of 140,114 of 275,37,41,52 of 140,115 of 276,1 of 8,0 of 0,12,---,0,0,0,0,0:24,0:02,23 of 99,74 of 224,17 of 24,17 of 24,12 of 17,23 of 27,48 of 134,111 of 269,3 of 5,2 of 5,1 of 1,1 of 1,44,64,32,14,23,20,92,97,5,1,1,0,27 27 27,30 30 30,The Young Punisher,20.0,8.0,0.0,167.64,61.23,165.1,Orthodox,1986-09-07,5.45,43.0,6.14,56.0,0.47,19.0,82.0,0.5,The Matrix,11.0,2.0,0.0,172.72,61.23,182.88,Orthodox,1995-06-12,5.36,46.0,3.36,61.0,2.87,46.0,70.0,0.6
356,350,ION CUTELABA,PHILIPE LINS,09/03/2024,The Hulk,Monstro,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Chris Lee 28 - 29. Dave Tirelli 28 - 29. Sal D'amato 28 - 29.,Light Heavyweight Bout,-,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,0,47 of 97,67 of 115,48,58,119 of 171,73 of 121,0 of 1,2 of 7,0,28,0,0,0,0,0:16,5:34,33 of 82,37 of 82,9 of 9,7 of 9,5 of 6,23 of 24,42 of 90,57 of 100,5 of 7,5 of 8,0 of 0,5 of 7,70,55,19,10,10,34,89,85,10,7,0,7,28 28 28,29 29 29,The Hulk,17.0,9.0,1.0,185.42,92.99,190.5,Southpaw,1993-12-14,4.63,43.0,3.29,48.0,4.75,58.0,77.0,0.0,Monstro,17.0,5.0,0.0,187.96,92.99,198.12,Orthodox,1985-08-17,3.59,46.0,3.73,44.0,1.55,35.0,100.0,0.0
357,351,MICHEL PEREIRA,MICHAL OLEKSIEJCZUK,09/03/2024,Demolidor,Hussar,W,L,Submission,1,1:01,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,Middleweight Bout,perf,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,0,11 of 15,1 of 4,73,25,11 of 15,1 of 4,0 of 0,0 of 0,---,---,1,0,0,0,0:18,0:00,5 of 9,0 of 3,6 of 6,1 of 1,0 of 0,0 of 0,9 of 13,1 of 4,2 of 2,0 of 0,0 of 0,0 of 0,45,0,54,100,0,0,81,100,18,0,0,0,- - -,- - -,Demolidor,29.0,11.0,0.0,185.42,83.91,185.42,Orthodox,1993-10-06,5.09,53.0,3.74,58.0,1.56,55.0,94.0,0.6,Hussar,19.0,6.0,0.0,182.88,83.91,187.96,Southpaw,1995-02-22,5.12,50.0,4.17,62.0,0.76,44.0,48.0,0.0
358,352,ROBELIS DESPAIGNE,JOSH PARISIAN,09/03/2024,The Big Boy,-,W,L,KO/TKO,1,0:18,3 Rnd (5-5-5),Andrew Glenn,Punch to Head At Distance,Heavyweight Bout,perf,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",1,0,7 of 9,2 of 5,77,40,7 of 9,2 of 5,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,7 of 9,1 of 4,0 of 0,1 of 1,0 of 0,0 of 0,5 of 7,2 of 5,0 of 0,0 of 0,2 of 2,0 of 0,100,50,0,50,0,0,71,100,0,0,28,0,- - -,- - -,,,,,,,,,,,,,,,,,,,15.0,7.0,0.0,193.04,120.2,200.66,Orthodox,1989-06-28,4.54,48.0,4.81,41.0,0.99,33.0,46.0,0.2
359,353,CJ VERGARA,ASU ALMABAYEV,09/03/2024,-,Zulfikar,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Dave Tirelli 27 - 30. Michael Tate 27 - 30. Sal D'amato 27 - 30.,Flyweight Bout,-,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,0,29 of 53,44 of 77,54,57,66 of 92,85 of 132,0 of 0,9 of 14,---,64,0,0,0,0,0:14,9:32,13 of 32,22 of 53,14 of 17,9 of 11,2 of 4,13 of 13,22 of 46,23 of 51,4 of 4,8 of 10,3 of 3,13 of 16,44,50,48,20,6,29,75,52,13,18,10,29,27 27 27,30 30 30,,12.0,4.0,1.0,167.64,56.7,172.72,Orthodox,1991-06-18,6.01,57.0,5.01,53.0,0.0,0.0,74.0,0.2,,,,,,,,,,,,,,,,,
360,354,JOANNE WOOD,MARYNA MOROZ,09/03/2024,JoJo,Iron Lady,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,Eliseo Rodriguez 28 - 29. Jason Grenier 29 - 28. Chris Lee 28 - 29.,Women's Flyweight Bout,-,UFC 299: O'Malley vs. Vera 2,"Miami, Florida, USA",0,0,136 of 249,102 of 195,54,52,173 of 290,156 of 255,1 of 1,1 of 2,100,50,0,0,0,0,0:12,6:11,74 of 175,79 of 160,39 of 45,23 of 33,23 of 29,0 of 2,112 of 216,79 of 169,23 of 31,19 of 22,1 of 2,4 of 4,54,77,28,22,16,0,82,77,16,18,0,3,28 29 29,29 28 28,JoJo,16.0,8.0,0.0,167.64,56.7,165.1,Orthodox,1985-12-23,6.93,51.0,4.72,51.0,1.57,54.0,59.0,0.3,Iron Lady,11.0,5.0,0.0,170.18,56.7,170.18,Orthodox,1991-09-08,4.15,31.0,4.42,53.0,0.67,22.0,45.0,0.7
361,355,JAIRZINHO ROZENSTRUIK,SHAMIL GAZIEV,02/03/2024,Bigi Boy,-,W,L,KO/TKO,4,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,to Eye injury to Gaziev,Heavyweight Bout,-,UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada, USA",0,0,127 of 215,22 of 68,59,32,140 of 230,27 of 75,0 of 1,1 of 7,0,14,0,0,0,0,0:01,4:32,78 of 158,16 of 59,30 of 37,5 of 8,19 of 20,1 of 1,123 of 209,17 of 60,4 of 6,4 of 6,0 of 0,1 of 2,61,72,23,22,14,4,96,77,3,18,0,4,38 39 40,38 37 36,Bigi Boy,13.0,5.0,0.0,187.96,109.77,198.12,Orthodox,1988-03-17,2.81,45.0,3.15,45.0,0.0,0.0,73.0,0.0,,11.0,0.0,0.0,193.04,120.2,198.12,Orthodox,1990-02-10,1.52,100.0,0.0,0.0,0.0,0.0,0.0,5.7
362,356,VITOR PETRINO,TYSON PEDRO,02/03/2024,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30. Adalaide Byrd 27 - 30. Junichiro Kamijo 28 - 29.,Light Heavyweight Bout,-,UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada, USA",0,0,27 of 75,30 of 60,36,50,33 of 82,33 of 64,3 of 5,0 of 2,60,0,0,0,0,0,5:24,0:10,16 of 59,3 of 29,4 of 8,11 of 15,7 of 8,16 of 16,25 of 72,29 of 59,0 of 0,1 of 1,2 of 3,0 of 0,59,10,14,36,25,53,92,96,0,3,7,0,30 30 29,27 27 28,,10.0,0.0,0.0,187.96,92.99,195.58,Orthodox,1997-08-28,3.07,48.0,2.65,43.0,4.15,70.0,68.0,1.0,,10.0,4.0,0.0,190.5,92.99,200.66,Orthodox,1991-09-17,3.11,61.0,2.53,54.0,0.94,36.0,52.0,0.9
363,357,ALEX PEREZ,MUHAMMAD MOKAEV,02/03/2024,-,The Punisher,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 28 - 29. Chris Lee 28 - 29. Rick Winter 28 - 29.,Flyweight Bout,-,UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada, USA",0,0,30 of 87,47 of 104,34,45,47 of 114,56 of 119,0 of 0,3 of 20,---,15,0,0,0,0,3:44,4:29,22 of 73,34 of 85,3 of 5,9 of 12,5 of 9,4 of 7,19 of 74,31 of 81,2 of 3,3 of 3,9 of 10,13 of 20,73,72,10,19,16,8,63,65,6,6,30,27,28 28 28,29 29 29,,24.0,7.0,0.0,167.64,56.7,165.1,Orthodox,1992-03-21,4.67,48.0,3.14,60.0,2.84,44.0,77.0,1.3,The Punisher,11.0,0.0,0.0,170.18,56.7,177.8,Orthodox,2000-07-30,1.12,51.0,1.19,52.0,6.47,53.0,0.0,1.3
364,358,UMAR NURMAGOMEDOV,BEKZAT ALMAKHAN,02/03/2024,-,The Turan Warrior,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 25 - 30. Bryan Miner 26 - 30. Jacob Montalvo 26 - 30.,Bantamweight Bout,-,UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada, USA",0,1,68 of 98,3 of 16,69,18,145 of 197,5 of 25,5 of 5,0 of 0,100,---,0,0,0,0,11:26,0:34,64 of 94,1 of 13,0 of 0,2 of 3,4 of 4,0 of 0,7 of 13,3 of 16,0 of 0,0 of 0,61 of 85,0 of 0,94,33,0,66,5,0,10,100,0,0,89,0,30 30 30,25 26 26,,16.0,0.0,0.0,172.72,61.23,175.26,Orthodox,1996-01-03,4.85,70.0,0.73,75.0,4.28,45.0,100.0,0.9,,,,,,,,,,,,,,,,,
365,359,MATT SCHNELL,STEVE ERCEG,02/03/2024,Danger,Astroboy,L,W,KO/TKO,2,0:26,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,Flyweight Bout,perf,UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada, USA",0,1,22 of 78,34 of 72,28,47,25 of 84,34 of 72,0 of 0,0 of 1,---,0,0,0,0,0,0:00,0:05,18 of 70,24 of 60,1 of 5,9 of 11,3 of 3,1 of 1,21 of 74,30 of 67,1 of 4,4 of 5,0 of 0,0 of 0,81,70,4,26,13,2,95,88,4,11,0,0,9 9 9,10 10 10,Danger,16.0,7.0,0.0,172.72,56.7,177.8,Orthodox,1990-01-15,4.24,39.0,4.46,55.0,0.63,44.0,46.0,1.1,Astroboy,11.0,1.0,0.0,172.72,56.7,172.72,Orthodox,1995-07-27,4.27,48.0,3.57,49.0,2.0,33.0,77.0,1.0
